Gene_Name,family,name
ZNF705E,['IPR042163'],['PHD finger protein 12']
ABCA5,"['IPR026082', 'IPR030367']","['ABC transporter A', 'ATP-binding cassette subfamily A member 5']"
FAM90A22P,['IPR039213'],['FAM90']
OIT3,,
ARHGAP11B,,
PFKL,"['IPR009161', 'IPR022953', 'IPR041914']","['ATP-dependent 6-phosphofructokinase, eukaryotic-type', 'ATP-dependent 6-phosphofructokinase', 'ATP-dependent 6-phosphofructokinase, vertebrate-type']"
OR14A2,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
EDARADD,['IPR039200'],['Ectodysplasin-A receptor-associated adapter protein']
TRPM7,['IPR029601'],['Transient receptor potential cation channel subfamily M member 7']
ABCA10,['IPR026082'],['ABC transporter A']
PRM1,['IPR026082'],['ABC transporter A']
ALG12,['IPR005599'],['GPI mannosyltransferase']
EFHD1,['IPR040365'],['EF-hand domain-containing protein D1/2']
ZNF677,,
HTATIP2,,
SLC39A10,['IPR003689'],['Zinc/iron permease']
NANOS1,['IPR008705'],['Nanos/Xcat2']
QPCTL,,
BARHL2,,
KLHL28,['IPR017096'],['BTB-kelch protein']
SCN3A,['IPR043203'],['Voltage-gated cation channel calcium and sodium']
CACNA2D2,,
RNF222,['IPR042973'],['RING finger protein 222']
ADAMTS14,['IPR013273'],['ADAMTS/ADAMTS-like']
CACNG8,"['IPR004031', 'IPR008368', 'IPR008372']","['PMP-22/EMP/MP20/Claudin superfamily', 'Voltage-dependent calcium channel, gamma subunit', 'Voltage-dependent calcium channel, gamma-8 subunit']"
SPRR2F,"['IPR026075', 'IPR029142']","['Small proline-rich protein/late cornified envelope protein', 'Small proline-rich protein 2']"
BAALC,"['IPR026075', 'IPR029142']","['Small proline-rich protein/late cornified envelope protein', 'Small proline-rich protein 2']"
TMEM37,['IPR029372'],['Voltage-dependent calcium channel gamma-like subunit']
VPS37D,,
FAM83G,,
KIAA1257,,
EMC10,['IPR029615'],['ER membrane protein complex subunit 10']
TMEM219,['IPR039493'],['TMEM248/TMEM219']
INO80,,
DNAAF5,,
CCPG1,['IPR033588'],['Cell cycle progression protein 1']
TRIM50,,
ZNF586,,
SESN1,['IPR006730'],['Sestrin']
OBP2A,"['IPR002345', 'IPR002450']","['Lipocalin', ""von Ebner's gland protein/ Bos/Can allergen""]"
STK32B,,
KRTAP9-6,['IPR002494'],['Keratin-associated protein']
SMPD3,['IPR017766'],['Sphingomyelinase C/phospholipase C']
PPIAL4C,,
CCDC28B,['IPR025271'],['Coiled-coil domain-containing protein 28']
BBX,,
VPS13A,['IPR026847'],['Vacuolar protein sorting-associated protein 13']
MTRNR2L11,['IPR028139'],['Humanin family']
SIGLEC11,,
MYO3B,,
UIMC1,['IPR038868'],['BRCA1-A complex subunit RAP80']
DERL1,['IPR007599'],['Derlin']
CAPN6,['IPR022684'],"['Peptidase C2, calpain family']"
ZFP37,,
STON1-GTF2A1L,,
NKX2-6,,
KIDINS220,,
C1orf56,['IPR029292'],['Methylated in normal thymocytes protein']
C2orf72,['IPR027868'],['Protein of unknown function DUF4630']
OR14I1,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
MBLAC1,['IPR039344'],['Metallo-beta-lactamase domain-containing protein 1']
LRFN2,,
NCOA3,"['IPR017426', 'IPR028818']","['Nuclear receptor coactivator', 'Nuclear receptor coactivator 3']"
RNF130,,
KRT73,['IPR003054'],"['Keratin, type II']"
ASAP1,['IPR043593'],"['Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein']"
ANGPTL5,,
AP1M2,,
MKL2,['IPR043451'],['Myocardin-like']
AATF,['IPR039223'],['Protein AATF/Bfr2']
TNFRSF11A,"['IPR022323', 'IPR022361']","['Tumour necrosis factor receptor 11', 'Tumour necrosis factor receptor 11A']"
PMS2P1,"['IPR022323', 'IPR022361']","['Tumour necrosis factor receptor 11', 'Tumour necrosis factor receptor 11A']"
SLC2A8,"['IPR003663', 'IPR005828']","['Sugar/inositol transporter', 'Major facilitator,  sugar transporter-like']"
TUBA8,['IPR000217'],['Tubulin']
ARL15,"['IPR006689', 'IPR042292']","['Small GTPase superfamily, ARF/SAR type', 'ADP-ribosylation factor-like protein 15']"
BBS4,,
CPA5,,
CIC,,
LINC01599,,
SORCS1,,
BRI3BP,['IPR033367'],['BRI3-binding protein']
CITED4,['IPR007576'],['CITED']
BAGE2,"['IPR012530', 'IPR039115']","['B melanoma antigen-like', 'B melanoma antigen']"
SLC4A4,"['IPR003020', 'IPR003024']","['Bicarbonate transporter, eukaryotic', 'Sodium bicarbonate cotransporter']"
MAP3K4,,
NWD2,,
G6PC3,['IPR016275'],['Glucose-6-phosphatase']
ATAD2B,,
TRUB2,,
FERD3L,,
NUMBL,,
LONRF3,,
CEP57,['IPR010597'],['Centrosomal protein 57kDa']
XYLT1,"['IPR003406', 'IPR039864', 'IPR043538']","['Glycosyl transferase, family 14', 'Xylosyltransferase 1', 'Xylosyltransferase']"
KIF26A,['IPR027640'],['Kinesin-like protein']
CACUL1,['IPR027640'],['Kinesin-like protein']
TICAM2,,
CCDC61,,
HEG1,['IPR028720'],['Protein HEG']
RIMKLB,['IPR004666'],['Ribosomal S6 modification enzyme RimK/Lysine biosynthesis enzyme LysX']
PRIMA1,['IPR004666'],['Ribosomal S6 modification enzyme RimK/Lysine biosynthesis enzyme LysX']
ZNF780B,,
ADGRG3,"['IPR000832', 'IPR003910']","['GPCR, family 2, secretin-like', 'GPCR, family 2, orphan receptor, GPR1/GPR3/GPR5']"
CDC20B,['IPR033010'],['The WD repeat Cdc20/Fizzy family']
FAM129C,['IPR026088'],['Niban-like']
SCN3B,"['IPR027096', 'IPR027098']","['Sodium channel subunit beta-3', 'Sodium channel subunit beta-1/beta-3']"
KCTD5,,
FCGBP,,
ETAA1,['IPR029406'],"[""Ewing's tumour-associated antigen 1""]"
CDKN2AIP,['IPR029406'],"[""Ewing's tumour-associated antigen 1""]"
RPP25,['IPR040207'],['Ribonuclease P protein subunit p25']
NDUFA11,['IPR039205'],['NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11']
ECD,['IPR039205'],['NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11']
TNFRSF13C,"['IPR022338', 'IPR043521']","['Tumour necrosis factor receptor 13C', 'Tumor necrosis factor receptor 13C/17']"
PDCD10,['IPR009652'],['Programmed cell death protein 10']
SLC16A8,"['IPR004743', 'IPR011701', 'IPR030759']","['Monocarboxylate transporter', 'Major facilitator superfamily', 'Monocarboxylate transporter 3']"
PHF23,,
TAAR1,"['IPR009132', 'IPR009133']","['Trace amine associated receptor family', 'Trace amine associated receptor 1']"
BDH2,['IPR002347'],['Short-chain dehydrogenase/reductase SDR']
RND2,"['IPR001806', 'IPR041842']","['Small GTPase', 'Rho-related GTP-binding protein RhoN']"
ADI1,"['IPR004313', 'IPR027496']","['Acireductone dioxygenase ARD family', '1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase, eukaryotes']"
OAS3,['IPR026774'],"[""2'-5'-oligoadenylate synthase""]"
NRXN1,,
DNMT3A,"['IPR001525', 'IPR030487']","['C-5 cytosine methyltransferase', 'DNA (cytosine-5)-methyltransferase 3A']"
CEPT1,"['IPR000462', 'IPR014472']","['CDP-alcohol phosphatidyltransferase', 'Choline/ethanolamine phosphotransferase']"
ERGIC2,,
RAB40C,['IPR001806'],['Small GTPase']
CDH7,['IPR039808'],['Cadherin']
CDH9,['IPR039808'],['Cadherin']
PIBF1,['IPR026205'],['Progesterone-induced-blocking factor 1']
MCCC1,,
PIGBOS1,,
IKBKG,,
AK5,"['IPR000850', 'IPR006267']","['Adenylate kinase/UMP-CMP kinase', 'Adenylate kinase, isozyme 1/5']"
IL4I1,['IPR001613'],['Flavin amine oxidase']
OR2H2,['IPR000725'],['Olfactory receptor']
FRAS1,,
VAMP8,"['IPR001388', 'IPR016444']","['Synaptobrevin', 'Synaptobrevin/Vesicle-associated membrane protein']"
CRYBA1,,
DUSP26,"['IPR020405', 'IPR020417']","['Atypical dual specificity phosphatase, subfamily A', 'Atypical dual specificity phosphatase']"
TTLL1,"['IPR020405', 'IPR020417']","['Atypical dual specificity phosphatase, subfamily A', 'Atypical dual specificity phosphatase']"
KIF18B,['IPR027640'],['Kinesin-like protein']
THUMPD3,,
CSN2,"['IPR001588', 'IPR016345']","['Casein, alpha/beta', 'Casein, beta']"
SLCO1B1,,
RAB23,['IPR020849'],"['Small GTPase superfamily, Ras-type']"
OR6C74,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
KMT5C,['IPR025790'],"['Histone-lysine N-methyltransferase, Suvar4-20']"
EMCN,['IPR010740'],['Endomucin']
PADI1,['IPR004303'],['Protein-arginine deiminase']
ACSL5,,
UCN2,"['IPR024270', 'IPR024273']","['Urocortin II/III', 'Urocortin II']"
MCTS1,['IPR016437'],['MCT-1/Tma20']
GAR1,,
TLL2,['IPR015446'],['Bone morphogenetic protein 1/tolloid-like protein']
ZDHHC8,['IPR030291'],['Palmitoyltransferase ZDHHC8']
STAB1,,
GFM1,,
METTL26,['IPR010342'],['Protein of unknown function DUF938']
KCNA7,"['IPR003968', 'IPR003972', 'IPR028325']","['Potassium channel, voltage dependent, Kv', 'Potassium channel, voltage dependent, Kv1', 'Voltage-gated potassium channel']"
SYF2,['IPR013260'],['mRNA splicing factor SYF2']
GIN1,,
EPPIN,,
WDR18,,
WDR24,,
GAL3ST4,,
JMJD8,,
USP17L4,,
STX12,,
MLPH,,
SLC25A23,['IPR002067'],['Mitochondrial carrier protein']
APOO,"['IPR019166', 'IPR033182']","['MICOS complex subunit MIC26/MIC27', 'MICOS complex subunit MIC26/MIC27, animal']"
WRAP53,,
TGM6,,
CBX7,['IPR043000'],['Chromobox protein homolog 7']
OGDHL,['IPR011603'],['2-oxoglutarate dehydrogenase E1 component']
SLC30A1,['IPR002524'],['Cation efflux protein']
CSNK1G3,,
SLC4A7,['IPR003020'],"['Bicarbonate transporter, eukaryotic']"
USP17L3,,
NME9,['IPR001564'],['Nucleoside diphosphate kinase']
BRPF3,,
IGF2BP2,['IPR028743'],['Insulin-like growth factor 2 mRNA-binding protein 2']
PRSS21,"['IPR001314', 'IPR034380']","['Peptidase S1A, chymotrypsin family', 'Testisin']"
MTUS1,['IPR029786'],['Microtubule-associated tumour suppressor 1']
FAM231BP,['IPR029786'],['Microtubule-associated tumour suppressor 1']
KCNH3,['IPR003950'],"['Potassium channel, voltage-dependent, ELK']"
MYLIP,['IPR000798'],['Ezrin/radixin/moesin-like']
INTU,['IPR039151'],['Protein inturned']
ZNF777,['IPR022137'],"['Protein of unknown function DUF3669, zinc finger protein']"
DNAAF4,,
NDUFB9,"['IPR008011', 'IPR033034']","['Complex 1 LYR protein', 'NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9']"
CLEC5A,,
ZNF608,['IPR040010'],['Zinc finger protein 608/609']
SLC39A1,['IPR003689'],['Zinc/iron permease']
CCDC32,['IPR028039'],['Coiled-coil domain containing protein 32']
PPP4R2,['IPR015267'],['Protein phosphatase 4 core regulatory subunit R2']
PRR25,['IPR015267'],['Protein phosphatase 4 core regulatory subunit R2']
GALNT8,,
DDX23,,
EOMES,['IPR001699'],"['Transcription factor, T-box']"
TBX18,['IPR001699'],"['Transcription factor, T-box']"
IGKV1D-13,,
THOC7,,
LMF1,,
MRI1,"['IPR000649', 'IPR005251', 'IPR011559']","['Initiation factor 2B-related', 'Methylthioribose-1-phosphate isomerase', 'Initiation factor 2B alpha/beta/delta']"
NCR2,,
ABHD6,,
LAMC3,,
WWC3,,
SQOR,['IPR015904'],['Sulphide quinone-reductase']
EXOSC10,,
CDH10,['IPR039808'],['Cadherin']
PTRH1,['IPR001328'],['Peptidyl-tRNA hydrolase']
ASPDH,,
ROBO1,['IPR032986'],['Roundabout homologue 1']
LYPD6,"['IPR031574', 'IPR039457']","['Ly6/PLAUR domain-containing protein 6', 'Ly6/PLAUR domain-containing protein 6-like']"
FAM184B,['IPR029605'],['FAM184 family']
COX11,['IPR007533'],['Cytochrome c oxidase assembly protein CtaG/Cox11']
DENND2A,,
CLCA3P,,
BTG4,['IPR033332'],['Protein BTG4']
HOXC5,,
NDE1,['IPR033494'],['NUDE family']
SLC26A8,['IPR001902'],['SLC26A/SulP transporter']
PLAC4,['IPR001902'],['SLC26A/SulP transporter']
PALD1,,
DPP3,"['IPR005317', 'IPR039461']","['Dipeptidyl-peptidase 3', 'Peptidase family M49']"
C4orf48,['IPR028147'],['Neuropeptide-like protein']
CLDND1,"['IPR004031', 'IPR042356']","['PMP-22/EMP/MP20/Claudin superfamily', 'Claudin domain-containing protein 1']"
USH1C,['IPR030237'],['Harmonin']
ANKRD10,,
ASIC5,['IPR001873'],['Epithelial sodium channel']
BABAM2,['IPR010358'],['BRCA1-A complex subunit BRE']
ING3,,
ONECUT2,,
TBX6,['IPR001699'],"['Transcription factor, T-box']"
PPM1E,,
MED15,,
FOXD4L4,,
C1orf50,['IPR019534'],['Protein of unknown function DUF2452']
LAMC2,,
NACC1,,
LAMB3,,
ASB13,,
FTCD,,
ASB12,,
TMEM14A,['IPR005349'],['TMEM14 family']
CATSPERD,['IPR028751'],['Cation channel sperm-associated protein subunit delta/epsilon']
,['IPR019361'],['Histone PARylation factor 1']
ZNF300,,
ZSCAN5A,,
DYNC1LI1,"['IPR008467', 'IPR022780']","['Dynein 1 light intermediate chain', 'Dynein family light intermediate chain']"
MRPL42,['IPR019346'],"['39S ribosomal protein L42, mitochondrial']"
COMMD10,['IPR037361'],['COMM domain-containing protein 10']
ASB15,,
RUNX3,"['IPR000040', 'IPR016554']","['Acute myeloid leukemia 1 protein (AML1)/Runt', 'Runt-related transcription factor RUNX']"
TWISTNB,,
PAQR5,['IPR004254'],['AdipoR/Haemolysin-III-related']
FBXL12,,
NACA,['IPR016641'],['Nascent polypeptide-associated complex subunit alpha']
ASB17,['IPR039147'],['Ankyrin repeat and SOCS box protein 17']
PANX1,"['IPR000990', 'IPR039099']","['Innexin', 'Pannexin']"
PANX2,"['IPR000990', 'IPR039099']","['Innexin', 'Pannexin']"
OR6C1,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
THOC5,['IPR019163'],"['THO complex, subunit 5']"
EFEMP2,['IPR026824'],['EGF-containing fibulin-like extracellular matrix protein 2']
OR8B2,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
ITGBL1,"['IPR015812', 'IPR027070']","['Integrin beta subunit', 'Integrin beta-like protein 1']"
OR52E6,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
OR52B2,['IPR000725'],['Olfactory receptor']
RAD9B,['IPR007268'],['Rad9/Ddc1']
CHCHD2,,
PTGES3L,,
FCRL5,,
GJA3,"['IPR000500', 'IPR002262']","['Connexin', 'Gap junction alpha-3 protein (Cx46)']"
TUBB6,['IPR002453'],['Beta tubulin']
ATP23,['IPR019165'],"['Peptidase M76, ATP23']"
KCNE3,"['IPR000369', 'IPR005426']","['Potassium channel, voltage-dependent, beta subunit, KCNE', 'Potassium channel, voltage-dependent, beta subunit, KCNE3']"
ANKLE2,,
CRB3,,
SNCAIP,,
ARHGEF38,,
GRIFIN,['IPR030641'],['Grifin']
SCGB1D2,['IPR016126'],['Secretoglobin']
CTDSPL2,,
SCGB1D1,['IPR016126'],['Secretoglobin']
SIDT1,['IPR025958'],['SID1 transmembrane family']
NCOA4,['IPR039947'],['Nuclear receptor coactivator 4']
MCM9,['IPR031327'],['Mini-chromosome maintenance protein']
MYOM1,,
MUC16,['IPR028850'],['Mucin-16']
CARD17,,
CLEC4D,,
DALRD3,['IPR037380'],['DALR anticodon-binding domain-containing protein 3']
BMP15,"['IPR015615', 'IPR015923']","['Transforming growth factor-beta-related', 'Bone morphogenetic protein 15']"
CD160,['IPR042385'],['CD160 ANTIGEN']
ASB10,,
SLC25A47,,
S1PR4,"['IPR004061', 'IPR004064']","['Sphingosine 1-phosphate receptor', 'EDG-6 sphingosine 1-phosphate receptor']"
ACOT11,['IPR040170'],['Cytosolic acyl coenzyme A thioester hydrolase']
TRAF7,,
IGSF6,['IPR039089'],['Immunoglobulin superfamily member 6']
CNKSR2,,
ERVK-6,,
EPN1,,
RSPO4,['IPR042995'],['R-spondin-4']
LGI1,,
GATAD2B,['IPR040386'],['Transcriptional repressor p66']
C19orf48,['IPR040386'],['Transcriptional repressor p66']
OR8B4,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
TEX264,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
PXMP4,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
ADCY8,['IPR030672'],['Adenylate cyclase']
IGHV1-69D,,
VSIG1,"['IPR000920', 'IPR029861']","['Myelin P0 protein-related', 'V-set and immunoglobulin domain-containing protein 1']"
LRRC26,,
USP3,,
WSB1,,
SFR1,"['IPR018468', 'IPR042429']","['SFR1/Mei5 family', 'Swi5-dependent recombination DNA repair protein 1 homolog']"
FBXO11,['IPR029799'],['F-box only protein 11']
ISCA1,['IPR016092'],['FeS cluster insertion protein']
MED18,['IPR019095'],"['Mediator complex, subunit Med18']"
RAB40A,,
TOP3B,['IPR000380'],"['DNA topoisomerase, type IA']"
ASB11,,
MBD3,['IPR037965'],['Methyl-CpG-binding domain protein 3']
SOCS4,['IPR028416'],['Suppressor of cytokine signalling 4']
JPH3,['IPR028416'],['Suppressor of cytokine signalling 4']
FUT5,['IPR001503'],['Glycosyl transferase family 10']
NUDT3,,
TCL1B,,
ZNF284,,
SYNE2,['IPR030266'],['Nesprin-2']
CALHM3,['IPR029569'],['Calcium homeostasis modulator family']
SMAD5-AS1,['IPR029569'],['Calcium homeostasis modulator family']
OR5M11,"['IPR000276', 'IPR000725']","['G protein-coupled receptor, rhodopsin-like', 'Olfactory receptor']"
SBNO1,,
DNPEP,,
RECK,['IPR039016'],['Reversion-inducing cysteine-rich protein with Kazal motifs']
CABIN1,,
TAF6L,,
KCNE2,"['IPR000369', 'IPR005425']","['Potassium channel, voltage-dependent, beta subunit, KCNE', 'Potassium channel, voltage-dependent, beta subunit, KCNE2']"
STYXL1,,
SPON2,,
GAS2L3,,
APOF,['IPR026114'],['Apolipoprotein F']
GDAP2,,
PMAIP1,['IPR024140'],['Phorbol-12-myristate-13-acetate-induced protein 1']
FUT7,['IPR001503'],['Glycosyl transferase family 10']
APC2,['IPR026818'],['Adenomatous polyposis coli (APC)  family']
GAS8,['IPR039308'],['Growth arrest-specific protein 8']
ITGA9,['IPR000413'],['Integrin alpha chain']
TAAR9,['IPR000276'],"['G protein-coupled receptor, rhodopsin-like']"
SHROOM2,"['IPR027685', 'IPR027686']","['Shroom family', 'Shroom2']"
AGR2,,
DCAF16,,
ARFRP1,['IPR006689'],"['Small GTPase superfamily, ARF/SAR type']"
ZDHHC7,,
BCL10,['IPR033238'],['B-cell lymphoma/leukemia 10/E10']
IL18BP,['IPR039681'],['Interleukin-18-binding protein']
TAAR6,"['IPR000276', 'IPR009132']","['G protein-coupled receptor, rhodopsin-like', 'Trace amine associated receptor family']"
SLC7A3,"['IPR002293', 'IPR004755']","['Amino acid/polyamine transporter I', 'Cationic amino acid transport permease']"
PTTG1,"['IPR002293', 'IPR004755']","['Amino acid/polyamine transporter I', 'Cationic amino acid transport permease']"
BAGE5,"['IPR012530', 'IPR039115']","['B melanoma antigen-like', 'B melanoma antigen']"
NUTM1,['IPR024310'],['NUT family']
ZNF354C,,
CATSPER3,,
CH25H,,
COL23A1,,
FAM107A,['IPR009533'],['FAM107']
EMILIN1,,
PTCH2,"['IPR003392', 'IPR004766']","['Protein patched/dispatched', 'Transmembrane receptor, patched']"
ZHX1,,
BAGE3,"['IPR012530', 'IPR039115']","['B melanoma antigen-like', 'B melanoma antigen']"
PRND,['IPR021566'],['Prion-like protein Doppel']
BAGE4,"['IPR012530', 'IPR039115']","['B melanoma antigen-like', 'B melanoma antigen']"
NR1H4,"['IPR001723', 'IPR001728']","['Nuclear hormone receptor', 'Thyroid hormone receptor']"
POMT2,,
CHCHD7,,
CNTLN,,
CES1P1,,
LINC00312,,
MSTO1,,
THUMPD1,,
F2RL3,"['IPR000276', 'IPR003912', 'IPR003944']","['G protein-coupled receptor, rhodopsin-like', 'Protease-activated receptor', 'Protease-activated receptor 4']"
MTCH2,,
,,
CDV3,['IPR026806'],['Protein CDV3']
P4HTM,,
GKN2,,
TMEM225,,
DZIP3,['IPR033103'],['E3 ubiquitin-protein ligase DZIP3']
DDX42,,
DGKH,['IPR037607'],['Diacylglycerol kinase']
PLA2G4D,,
,,
ARFGEF1,,
CEACAM6,,
ARFGEF2,,
CEACAM3,,
SELENOK,['IPR024491'],['Selenoprotein SelK/SelG']
GP5,,
CNOT11,['IPR019312'],['CCR4-NOT transcription complex subunit 11']
HNRNPUL1,['IPR027025'],['Heterogeneous nuclear ribonucleoprotein U-like protein 1']
ABHD14A,,
TENM1,,
PPP1R14D,,
PCOLCE2,,
MAD1L1,['IPR008672'],['Spindle assembly checkpoint component Mad1']
TOR4A,"['IPR010448', 'IPR030551']","['Torsin', 'Torsin-4A']"
PRSS37,['IPR001314'],"['Peptidase S1A, chymotrypsin family']"
TRMT1,['IPR002905'],"['tRNA methyltransferase, Trm1']"
CDC14C,,
ARSF,,
DVL1P1,"['IPR008339', 'IPR008340', 'IPR015506']","['Dishevelled family', 'Dishevelled-1', 'Dishevelled-related protein']"
DTX1,,
IL6ST,,
SIRT4,"['IPR003000', 'IPR026587']","['Sirtuin family', 'Sirtuin, class II']"
STK24,,
VRK2,,
BZW2,,
KIAA1147,,
SPATA48,,
PASK,,
POLR3C,['IPR039748'],['DNA-directed RNA polymerase III subunit RPC3']
RNF186,,
NACA,,
RAB19,['IPR001806'],['Small GTPase']
LRIT2,,
BEGAIN,"['IPR033584', 'IPR043441']","['Brain-enriched guanylate kinase-associated protein', 'Junction-associated protein Tjap1/BEGAIN']"
MRVI1,['IPR008677'],['MRVI1']
CDY1,['IPR001753'],['Enoyl-CoA hydratase/isomerase']
PAXX,['IPR027873'],['Protein PAXX']
CDY2A,['IPR001753'],['Enoyl-CoA hydratase/isomerase']
MEX3D,,
PARP3,['IPR031275'],['Protein mono-ADP-ribosyltransferase PARP3']
PROSER1,['IPR042616'],['Proline and serine-rich protein 1']
ZNF761,,
MS4A12,"['IPR007237', 'IPR030417']","['CD20-like family', 'Membrane-spanning 4-domains subfamily A']"
SNX18,['IPR014536'],['Sorting nexin 9 family']
BLACE,['IPR014536'],['Sorting nexin 9 family']
WNT6,"['IPR005817', 'IPR009143']","['Wnt', 'Wnt-6 protein']"
PGPEP1,"['IPR000816', 'IPR029761']","['Peptidase C15, pyroglutamyl peptidase I', 'Pyroglutamyl peptidase I, metazoa']"
ESCO1,['IPR026656'],['N-acetyltransferase ESCO1']
SND1,['IPR016685'],"['RNA-induced silencing complex, nuclease component Tudor-SN']"
ITLN1,,
TMEM40,['IPR026181'],['Transmembrane protein 40']
PTX3,"['IPR001759', 'IPR042837']","['Pentraxin-related', 'Pentraxin-related protein PTX3']"
ZNF789,,
FBXO48,,
GIF,['IPR002157'],['Cobalamin (vitamin B12)-binding protein']
NOCT,,
ZRANB3,,
CSMD1,,
PUS7,,
CNOT1,['IPR040398'],['CCR4-NOT transcription complex subunit 1']
FAM111A,,
PLEKHD1,,
UCHL3,,
VPS28,['IPR007143'],['Vacuolar protein sorting-associated Vps28']
SLC25A13,['IPR002067'],['Mitochondrial carrier protein']
PPP1R27,,
LSM7,['IPR017132'],['Sm-like protein Lsm7']
YWHAQ,"['IPR000308', 'IPR042584']","['14-3-3 protein', '14-3-3 theta']"
OSTM1,['IPR019172'],['Osteopetrosis-associated transmembrane protein 1 precursor']
